"Enregistrez votre voix ou déposez un fichier audio (.wav, .mp3, .aac)",1. Transcription ASR (Wav2Vec 2.0),2. Sentiment prédit (CamemBERT),3. Score de confiance,timestamp
,Veuillez enregistrer votre voix ou charger un fichier audio.,,,2026-07-29 10:15:02.286501
